id,segment,segment_name,polarity,topic_id,topic_name,topic_name_raw,product,review,review_translation,rating,sentiment
S2_POS2_T2_024,S2,성능 중시형,POS,T2,성능/스펙,성능/스펙,무선 충전기,멀티미터로 출력 전력 실측했는데 15W 그대로 나오고 발열도 안정 범위 이내예요. 수치로 검증된 제품은 장기 사용이 불안하지 않아요.,Measured output with a multimeter — full 15W delivered and heat stayed within safe range. A product validated by measurement is one you can use long-term without worry.,3.0,중립
S2_POS2_T2_025,S2,성능 중시형,POS,T2,성능/스펙,성능/스펙,스마트 전구,광도계로 루멘 출력 측정했더니 표기값의 97%가 나왔어요. 조명 제품에서 광출력 스펙이 이렇게 정확한 건 흔하지 않아요.,Measured lumen output with a light meter and got 97% of the rated value. Accurate lumen specs on lighting products is less common than it should be.,3.5,중립
S2_POS2_T3_026,S2,성능 중시형,POS,T3,디자인/외관,디자인/외관,노트북,섀시 강성 직접 테스트했어요. 비틀림 강성이 경쟁 제품보다 체감상 확실히 높아요. 풀로드 중 기판 휨이 없어서 장기 내구성에 안심이에요.,Tested chassis rigidity directly. Torsional stiffness is noticeably higher than competing products. No PCB flex under full load gives real confidence in long-term durability.,4.5,긍정
S2_POS2_T3_027,S2,성능 중시형,POS,T3,디자인/외관,디자인/외관,외장 SSD,열화상 카메라로 외형 발열 분포 확인했어요. 알루미늄 케이스가 방열판 역할을 실제로 하고 있어요. 디자인이 성능에 기여하는 구조예요.,Checked external thermal distribution with a thermal camera. The aluminum case is genuinely functioning as a heatsink. This is design that actively contributes to performance.,4.5,긍정
S2_POS2_T3_028,S2,성능 중시형,POS,T3,디자인/외관,디자인/외관,기계식 키보드,가스켓 마운트 구조를 직접 분해해서 확인했어요. 마운팅 포인트 수와 패드 두께가 타건 흡수에 실질적으로 기여하는 설계예요.,Disassembled it to verify the gasket mount structure directly. The number of mounting points and pad thickness are a design that genuinely contributes to keystroke absorption.,5.0,긍정
S2_POS2_T3_029,S2,성능 중시형,POS,T3,디자인/외관,디자인/외관,무선 이어폰,이어팁 소재를 경도계로 측정했어요. 메모리폼 스펙이 장시간 착용 차음에 직접 기여하는 밀도예요. 소재 선택이 성능에 연결돼 있어요.,Measured ear tip material hardness. The memory foam density is what directly contributes to long-wear noise isolation. Material selection is meaningfully connected to performance here.,4.0,긍정
S2_POS2_T3_030,S2,성능 중시형,POS,T3,디자인/외관,디자인/외관,스마트워치,베젤 두께를 캘리퍼스로 측정했더니 광고 스펙 그대로예요. 물리적 치수 스펙도 정확한 제품은 내부 스펙도 신뢰할 수 있어요.,Measured bezel thickness with calipers and it matched the advertised spec exactly. A product where physical dimension specs are accurate is one you can trust on internal specs too.,4.0,긍정
S2_POS2_T3_031,S2,성능 중시형,POS,T3,디자인/외관,디자인/외관,블루투스 스피커,포트 배치 각도를 직접 측정했어요. 패시브 라디에이터 위치가 저음 응답 향상에 물리적으로 최적화된 구조예요.,Measured port placement angles directly. The passive radiator positioning is physically optimized for enhanced bass response — not just decorative.,4.5,긍정
S2_POS2_T3_032,S2,성능 중시형,POS,T3,디자인/외관,디자인/외관,웹캠,마운트 클립 압력을 측정해봤어요. 모니터 두께 범위에서 고정력이 일정하게 유지돼요. 기구 설계가 사용 범위를 실질적으로 커버해요.,Measured mount clip clamping pressure. Holding force stays consistent across the stated monitor thickness range. The mechanical design genuinely covers its claimed use range.,3.5,중립
S2_POS2_T3_033,S2,성능 중시형,POS,T3,디자인/외관,디자인/외관,USB 허브,포트 간격을 실측했는데 스펙 그대로예요. 두꺼운 USB 동글 6개 동시에 꽂아봤는데 간섭 없이 다 들어가요. 치수 설계가 실용적이에요.,Measured port spacing and it matched the spec exactly. Tested with six thick USB dongles simultaneously and all fitted without interference. Dimensional design is practical.,3.5,중립
S2_POS2_T3_034,S2,성능 중시형,POS,T3,디자인/외관,디자인/외관,태블릿,스펙 두께를 버니어 캘리퍼스로 측정했어요. 광고 수치랑 0.1mm 오차예요. 물리적 정밀도가 이 수준이면 다른 스펙도 믿게 돼요.,Measured spec thickness with vernier calipers. 0.1mm difference from the advertised figure. Physical precision at this level makes everything else about the specs credible.,3.0,중립
S2_POS2_T3_035,S2,성능 중시형,POS,T3,디자인/외관,디자인/외관,무선 마우스,버튼 클릭 포스를 측정했어요. 메인 버튼이 55g으로 일관되게 나왔어요. 이 수준의 클릭 일관성은 장시간 작업 피로도에 직접 영향을 줘요.,Measured button click force. Main button came out consistently at 55g. Click consistency at this level has a direct impact on fatigue during long work sessions.,4.0,긍정
S2_POS2_T3_036,S2,성능 중시형,POS,T3,디자인/외관,디자인/외관,보조배터리,케이스 두께랑 내부 셀 보호 설계를 확인했어요. 얇으면서도 셀 보호 구조를 유지한 설계는 경량화와 내구성을 동시에 잡은 거예요.,Checked case thickness and internal cell protection design. Maintaining cell protection structure while staying slim is design that achieves both lightness and durability simultaneously.,3.0,중립
S2_POS2_T4_037,S2,성능 중시형,POS,T4,배송/서비스,배송/서비스,노트북,도착하자마자 벤치마크 돌렸는데 이상 없음 확인했어요. AS 팀에 측정 결과 공유했더니 기술팀에서 직접 연락해서 데이터 분석까지 해줬어요.,Ran benchmarks immediately on arrival — all clear. Shared the measurement results with the service team and a technical engineer followed up directly to analyze the data with me.,4.5,긍정
S2_POS2_T4_038,S2,성능 중시형,POS,T4,배송/서비스,배송/서비스,외장 SSD,정전기 방지 포장재랑 충격 흡수 인서트까지 들어있었어요. 정밀 부품 포장 수준이 제조사가 내부 설계에 얼마나 신경 쓰는지를 보여줘요.,Anti-static packaging and impact-absorbing inserts included. Packaging standards for precision components show how much care the manufacturer puts into internal design.,4.5,긍정
S2_POS2_T4_039,S2,성능 중시형,POS,T4,배송/서비스,배송/서비스,기계식 키보드,스위치 불량 신고할 때 측정 데이터 첨부했더니 기술팀에서 수치 검토 후 즉시 교환 처리했어요. 데이터 기반으로 움직이는 AS가 신뢰를 만들어요.,Attached measurement data when reporting the switch defect — technical team reviewed the figures and processed an immediate exchange. Data-driven after-sales is how trust gets built.,5.0,긍정
S2_POS2_T4_040,S2,성능 중시형,POS,T4,배송/서비스,배송/서비스,스마트워치,센서 캘리브레이션 이슈를 문의했더니 기술팀이 직접 원격으로 측정값 로그 분석해줬어요. 고객 데이터를 기술적으로 처리하는 AS가 인상적이에요.,Inquired about a sensor calibration issue and the technical team remotely analyzed measurement logs directly. After-sales that handles customer data with technical rigor is impressive.,5.0,긍정
S2_POS2_T4_041,S2,성능 중시형,POS,T4,배송/서비스,배송/서비스,블루투스 스피커,음향 부품 특성상 운송 충격 우려가 있었는데 박스 완벽했어요. 개봉 후 측정했더니 스펙 그대로 나와서 운송 포장이 제 역할을 했음을 확인했어요.,Was concerned about transit damage to audio components but the box was perfect. Measured after unboxing and specs held — confirmed the shipping packaging did its job.,4.5,긍정
S2_POS2_T4_042,S2,성능 중시형,POS,T4,배송/서비스,배송/서비스,무선 마우스,펌웨어 업데이트 문의했더니 변경 사항별 성능 수치까지 포함된 기술 문서를 보내줬어요. 이런 수준의 기술 지원은 흔치 않아요.,Asked about a firmware update and they sent technical documentation including performance figures for each change. This level of technical support is genuinely uncommon.,4.5,긍정
S2_POS2_T4_043,S2,성능 중시형,POS,T4,배송/서비스,배송/서비스,보조배터리,용량 측정값 보내면서 효율 저하 문의했더니 배터리 화학적 특성 기반 분석 결과를 보내줬어요. 기술적 근거로 소통하는 AS는 믿음이 가요.,Sent capacity measurements asking about efficiency drop and received an analysis based on battery chemistry. After-sales that communicates with technical grounding is trustworthy.,4.0,긍정
S2_POS2_T4_044,S2,성능 중시형,POS,T4,배송/서비스,배송/서비스,웹캠,드라이버 호환성 문제 문의했더니 기술팀이 OS 버전별 호환성 매트릭스를 전송해줬어요. 문제 해결보다 예방적 정보 제공이 인상적이었어요.,Asked about a driver compatibility issue and the tech team sent a compatibility matrix broken down by OS version. Providing preventive information beyond just solving the problem was impressive.,4.0,긍정
S2_POS2_T4_045,S2,성능 중시형,POS,T4,배송/서비스,배송/서비스,USB 허브,포트별 전력 측정값 보내며 문의했더니 설계 허용 오차 범위 문서까지 첨부해서 답변이 왔어요. 기술 문서 기반으로 대응하는 AS예요.,Sent per-port power measurements with my inquiry and received a response that included design tolerance range documentation. This is after-sales that responds with technical documentation.,3.5,중립
S2_POS2_T4_046,S2,성능 중시형,POS,T4,배송/서비스,배송/서비스,태블릿,디스플레이 밝기 불균일 발견해서 측정 데이터랑 함께 신고했어요. 48시간 내에 새 유닛 발송됐어요. 수치 증거에 빠르게 반응하는 교환 정책이에요.,Found display brightness uniformity issue and reported it with measurement data. New unit shipped within 48 hours. Exchange policy that responds quickly to quantified evidence.,3.5,중립
S2_POS2_T4_047,S2,성능 중시형,POS,T4,배송/서비스,배송/서비스,무선 충전기,출력 이상 문의했더니 기술팀이 충전 프로토콜 협상 로그를 요청했어요. 로그 분석으로 펌웨어 버그를 48시간 내에 패치해줬어요.,Inquired about output anomaly and the tech team requested charging protocol negotiation logs. They patched a firmware bug within 48 hours based on log analysis.,3.0,중립
S2_POS2_T4_048,S2,성능 중시형,POS,T4,배송/서비스,배송/서비스,스마트 전구,루멘 저하 문의했더니 LED 드리프트 특성 기반 예상 수명 계산값을 보내줬어요. 기술적 근거가 있는 답변은 제품에 대한 신뢰를 높여줘요.,Asked about lumen depreciation and received a projected lifespan calculation based on LED drift characteristics. Answers grounded in technical reasoning raise confidence in the product.,3.0,중립
S2_POS2_T5_049,S2,성능 중시형,POS,T5,사용 편의성,사용 편의성,노트북,성능 모니터링 앱에서 실시간 CPU/GPU 클럭이랑 전력 소비 수치가 다 보여요. 고성능 기기를 최대로 활용하려면 이 수준의 가시성이 필요해요.,Performance monitoring app shows real-time CPU/GPU clock speeds and power consumption figures. This level of visibility is exactly what you need to get maximum output from high-performance hardware.,4.5,긍정
S2_POS2_T5_050,S2,성능 중시형,POS,T5,사용 편의성,사용 편의성,스마트워치,"운동 데이터가 VO2max, 심박 변동성, 회복 점수까지 수치로 나와요. 훈련 계획을 데이터 기반으로 세울 수 있어서 진짜 도구로 쓰고 있어요.","Workout data includes VO2max, heart rate variability, and recovery scores — all as figures. Being able to build training plans from actual data makes this a real tool, not a gadget.",5.0,긍정
S2_POS2_T5_051,S2,성능 중시형,POS,T5,사용 편의성,사용 편의성,외장 SSD,드라이브 상태 앱에서 S.M.A.R.T 전체 항목이 수치로 나와요. 이상 징후를 수치로 미리 포착할 수 있어서 데이터 관리가 훨씬 안심이 돼요.,Drive health app shows all S.M.A.R.T attributes as figures. Being able to catch anomalies as numbers before they become problems makes data management much more reassuring.,4.5,긍정
S2_POS2_T5_052,S2,성능 중시형,POS,T5,사용 편의성,사용 편의성,기계식 키보드,온보드 메모리에 매크로 프로파일 5개 저장돼요. 소프트웨어 없이 어느 컴퓨터에서든 저장된 설정 그대로 쓸 수 있어서 고성능 기능 활용에 제약이 없어요.,Onboard memory stores five macro profiles. Using full performance features without software on any computer is exactly the kind of constraint-free setup I need.,4.5,긍정
S2_POS2_T5_053,S2,성능 중시형,POS,T5,사용 편의성,사용 편의성,무선 마우스,DPI 전환 버튼이 작업 흐름에서 자연스러운 위치에 있어요. 고해상도 센서 성능을 상황에 맞게 즉시 조정할 수 있어서 효율이 높아요.,DPI switch button sits in a naturally accessible position in the workflow. Being able to instantly adjust high-resolution sensor performance to the situation raises efficiency.,4.5,긍정
S2_POS2_T5_054,S2,성능 중시형,POS,T5,사용 편의성,사용 편의성,태블릿,디스플레이 색 프로파일을 앱에서 색온도 K값 단위로 세밀하게 조정할 수 있어요. 색 정확도가 높은 패널인 만큼 이 수준의 교정 기능이 있어야 해요.,Display color profile can be adjusted precisely by color temperature in K-unit increments through the app. A panel with this color accuracy should have this level of calibration control.,4.0,긍정
S2_POS2_T5_055,S2,성능 중시형,POS,T5,사용 편의성,사용 편의성,블루투스 스피커,이퀄라이저가 주파수 대역별 dB 값 조정으로 돼 있어요. 수치 기반으로 음향을 조정할 수 있으면 최적화가 감이 아니라 근거로 이루어져요.,"Equalizer works with dB value adjustment per frequency band. Being able to tune acoustics with actual figures means optimization is based on evidence, not guesswork.",4.0,긍정
S2_POS2_T5_056,S2,성능 중시형,POS,T5,사용 편의성,사용 편의성,무선 충전기,충전 중 실시간 전력 수치가 표시돼요. 어떤 기기가 최대 출력으로 충전되는지 수치로 확인할 수 있어서 고성능 장비 관리가 편해요.,Real-time power figures display during charging. Being able to confirm in numbers which device is charging at maximum output makes managing high-performance equipment convenient.,4.0,긍정
S2_POS2_T5_057,S2,성능 중시형,POS,T5,사용 편의성,사용 편의성,웹캠,"해상도, 프레임레이트, 노출값을 수동으로 수치 입력해서 설정할 수 있어요. 자동 모드에 의존하지 않고 센서 성능을 직접 통제할 수 있어야 제대로 쓰는 거죠.","Resolution, frame rate, and exposure values can be set by entering figures manually. Directly controlling sensor performance without relying on auto mode is what proper use looks like.",3.5,중립
S2_POS2_T5_058,S2,성능 중시형,POS,T5,사용 편의성,사용 편의성,USB 허브,포트별 전력 소비 수치를 앱에서 모니터링할 수 있어요. 어느 포트가 얼마를 쓰는지 알면 연결 전략을 최적화할 수 있어요.,Per-port power consumption figures are monitorable through the app. Knowing exactly how much each port draws lets you optimize your connection strategy.,3.5,중립
S2_POS2_T5_059,S2,성능 중시형,POS,T5,사용 편의성,사용 편의성,보조배터리,포트별 출력 전류값이 퍼센트 단위로 정확하게 표시돼요. 연결된 기기의 충전 효율을 수치로 확인할 수 있어서 고성능 기기 충전 관리에 도움이 돼요.,Per-port output current values display in precise percentage increments. Monitoring charging efficiency as actual figures helps manage charging for high-performance devices.,3.0,중립
S2_POS2_T5_060,S2,성능 중시형,POS,T5,사용 편의성,사용 편의성,스마트 전구,색온도 조정이 100K 단위로 세밀하게 되고 현재값이 수치로 표시돼요. 조명 환경을 수치 기반으로 재현 가능하게 설정할 수 있어서 작업 환경 최적화에 좋아요.,Color temperature adjusts in 100K increments and current value displays numerically. Being able to reproduce lighting conditions through specific figures is great for optimizing a work environment.,3.0,중립
S2_NEG_T1_001,S2,성능 중시형,NEG,T1,가격/비용,가격/비용,노트북,"벤치마크 점수 대비 가격이 합리적이라 샀는데, 동급 경쟁 제품이 며칠 후 더 낮은 가격에 출시됐어요. 구매 타이밍이 아쉬워요. 성능 자체는 나쁘지 않아요.","Bought based on a reasonable benchmark-to-price ratio, then a competing product launched at a lower price days later. Timing was unfortunate. Performance itself is fine.",3.5,중립
S2_NEG_T1_002,S2,성능 중시형,NEG,T1,가격/비용,가격/비용,외장 SSD,GB당 단가 계산해서 구매했는데 한 달 후 동일 용량이 15% 더 저렴하게 나왔어요. 성능은 검증됐지만 가격 타이밍이 아쉬워요.,"Did the cost-per-GB calculation before buying, then the same capacity dropped 15% a month later. Performance checks out but the timing on price was unfortunate.",3.5,중립
S2_NEG_T1_003,S2,성능 중시형,NEG,T1,가격/비용,가격/비용,무선 이어폰,"드라이버 스펙 대비 가격이 괜찮다고 생각했는데, 실제 측정치가 스펙보다 조금 낮게 나왔어요. 성능과 가격의 밸런스가 생각보다 좋지 않아요.","Thought the driver specs justified the price, but measured output came in slightly below spec. The performance-to-price balance isn't as good as I expected.",3.5,중립
S2_NEG_T1_004,S2,성능 중시형,NEG,T1,가격/비용,가격/비용,블루투스 스피커,THD 수치 보고 이 가격이면 납득했는데 실측하니 광고보다 2배 높게 나왔어요. 성능이 가격을 정당화 못하는 수준이에요.,"Accepted the price based on the THD spec, but measured it at twice the advertised value. Performance no longer justifies the price.",2.5,부정
S2_NEG_T1_005,S2,성능 중시형,NEG,T1,가격/비용,가격/비용,태블릿,AP 벤치마크 점수가 광고의 70%밖에 안 나와요. 이 성능이면 이 가격은 명백히 과한 거예요. 스펙 기반으로 가격 책정한 게 아닌 것 같아요.,AP benchmark comes in at 70% of the advertised score. At this performance level the price is clearly excessive. Doesn't look like it was priced based on actual specs.,2.0,부정
S2_NEG_T1_006,S2,성능 중시형,NEG,T1,가격/비용,가격/비용,웹캠,"렌즈 스펙 대비 가격이 이상적이라 샀는데 실제 화질이 스펙의 절반 수준이에요. 광고 수치를 그대로 믿은 제가 잘못이지만, 허위 기재는 용납이 안 돼요.","Bought it for the ideal spec-to-price on the lens, but real-world image quality is half of what the spec implies. My fault for trusting the numbers, but false specs aren't acceptable.",2.0,부정
S2_NEG_T1_007,S2,성능 중시형,NEG,T1,가격/비용,가격/비용,보조배터리,셀 용량 대비 가격이 합리적이라 골랐는데 실제 출력이 표기의 60%예요. 이 출력이면 이 가격의 절반도 아까워요.,"Selected it for the reasonable cell capacity-to-price, but actual output is 60% of the rating. At this performance, even half the price would feel steep.",1.5,부정
S2_NEG_T1_008,S2,성능 중시형,NEG,T1,가격/비용,가격/비용,무선 마우스,"폴링레이트 스펙 대비 가격이 적절해서 샀는데, 실제 응답속도가 유선 마우스보다 느려요. 스펙 수치와 실사용 성능이 다른 건 사기예요.","Bought it for the reasonable polling rate-to-price. Real-world response is slower than my wired mouse. When spec numbers and actual performance diverge this much, it's fraud.",1.0,부정
S2_NEG_T1_009,S2,성능 중시형,NEG,T1,가격/비용,가격/비용,기계식 키보드,액추에이션 포스 스펙 보고 샀는데 키마다 수치가 다 달라요. 품질 편차가 이 정도면 스펙 자체가 의미 없는 거예요. 가격이 아깝네요.,"Bought based on the actuation force spec, but every key measures differently. If variance is this wide, the spec itself is meaningless. Wasted money.",2.0,부정
S2_NEG_T1_010,S2,성능 중시형,NEG,T1,가격/비용,가격/비용,USB 허브,"PD 출력 스펙 보고 납득하고 샀는데, 실제로 표기 출력의 75%밖에 안 나와요. 스펙 기반 구매 결정이 빗나간 게 답답해요.","Accepted the price based on the PD output spec, but it only delivers 75% of the rating. Frustrating when a spec-based purchase decision turns out to be wrong.",3.0,중립
S2_NEG_T2_011,S2,성능 중시형,NEG,T2,성능/스펙,성능/스펙,노트북,멀티코어 벤치마크는 좋은데 지속 성능이 떨어져요. 써멀 스로틀링이 5분 만에 걸려서 장시간 작업엔 스펙대로 성능이 안 나와요. 단기 작업엔 나쁘지 않아요.,Multi-core benchmark looks good but sustained performance drops off. Thermal throttling kicks in within 5 minutes so long sessions don't hit the spec. Fine for short tasks though.,3.5,중립
S2_NEG_T2_012,S2,성능 중시형,NEG,T2,성능/스펙,성능/스펙,외장 SSD,순차 읽기는 스펙이랑 맞는데 순차 쓰기가 20% 낮게 나와요. 읽기 위주 작업이라면 괜찮지만 쓰기 집약적인 용도엔 스펙 믿으면 안 돼요.,Sequential read matches the spec but sequential write comes in 20% low. Fine for read-heavy workloads but don't rely on the spec for write-intensive use.,3.5,중립
S2_NEG_T2_013,S2,성능 중시형,NEG,T2,성능/스펙,성능/스펙,무선 이어폰,20Hz~20kHz 커버는 맞는데 저음 응답이 스펙보다 롤오프가 빨라요. 측정치는 기준 이하지만 캐주얼 청취엔 나쁘지 않은 수준이에요.,Covers 20Hz–20kHz as stated but low-end rolloff happens faster than the spec suggests. Measurements fall short but casual listening is still acceptable.,3.0,중립
S2_NEG_T2_014,S2,성능 중시형,NEG,T2,성능/스펙,성능/스펙,블루투스 스피커,"THD 수치가 스펙보다 높게 나오는 건 감수했는데, 고음에서 클리핑이 발생해요. 허용 범위를 넘어선 왜곡이라 스펙 허위 기재가 의심돼요.",Expected some THD deviation but there's audible clipping in the highs. Distortion beyond acceptable tolerance — starting to suspect the spec was misrepresented.,2.5,부정
S2_NEG_T2_015,S2,성능 중시형,NEG,T2,성능/스펙,성능/스펙,웹캠,1080p 해상도는 맞는데 실제 유효 해상도가 훨씬 낮아요. 렌즈 품질 때문인지 중심부 외에는 선명도가 급격히 떨어져요.,Resolution is 1080p as stated but effective resolution is much lower. Sharpness drops off sharply outside the center — likely a lens quality issue.,2.5,부정
S2_NEG_T2_016,S2,성능 중시형,NEG,T2,성능/스펙,성능/스펙,보조배터리,실제 용량이 표기의 78%예요. 20% 손실은 변환 효율로 설명 가능한 수준을 넘어요. 용량 부풀리기가 의심되는 수치예요.,Actual capacity is 78% of the rating. A 22% loss goes beyond what conversion efficiency alone explains. This looks like capacity inflation.,2.0,부정
S2_NEG_T2_017,S2,성능 중시형,NEG,T2,성능/스펙,성능/스펙,무선 마우스,1000Hz 폴링레이트 맞는데 센서 정확도가 광고보다 낮아요. 고속 이동 시 트래킹 오류가 생겨요. 게이밍 용도로 산 거라 성능 오차가 치명적이에요.,Polling rate is 1000Hz as stated but sensor accuracy falls short of advertised. Tracking errors appear at high speed. Bought it for gaming so performance deviation is critical.,2.0,부정
S2_NEG_T2_018,S2,성능 중시형,NEG,T2,성능/스펙,성능/스펙,기계식 키보드,액추에이션 포스가 스펙보다 10g 높게 측정돼요. 장시간 타이핑하면 손이 피로해요. 스펙 편차가 이 정도면 품질 관리 기준을 의심하게 돼요.,Actuation force measures 10g heavier than spec. Hand fatigue sets in during long typing sessions. Deviation this wide makes me question their quality control standards.,2.0,부정
S2_NEG_T2_019,S2,성능 중시형,NEG,T2,성능/스펙,성능/스펙,태블릿,120Hz 주사율 스펙인데 실제로 60Hz 고정으로 동작해요. 설정에서 바꿀 수 없어요. 핵심 스펙이 작동 안 하는 건 불량이에요.,Spec says 120Hz but it runs locked at 60Hz in actual use. Can't change it in settings. A core spec not functioning is a defect.,1.5,부정
S2_NEG_T2_020,S2,성능 중시형,NEG,T2,성능/스펙,성능/스펙,USB 허브,USB 3.0 포트 전송 속도가 USB 2.0 수준이에요. 여러 케이블이랑 기기로 반복 측정해도 동일해요. 스펙 자체가 거짓인 걸 수치로 확인했어요.,USB 3.0 ports transfer at USB 2.0 speeds. Reproduced across multiple cables and devices. Confirmed with measurements that the spec is simply false.,1.5,부정
S2_NEG_T2_021,S2,성능 중시형,NEG,T2,성능/스펙,성능/스펙,무선 충전기,15W 스펙인데 실측하면 7W가 한계예요. 절반 이하의 출력이 나오는 건 측정 오류가 아니라 스펙 허위 기재예요. 환불 요청했어요.,Spec says 15W but measured output tops out at 7W. Under half the rated output isn't measurement error — it's a false spec. Filed for a refund.,1.0,부정
S2_NEG_T2_022,S2,성능 중시형,NEG,T2,성능/스펙,성능/스펙,스마트워치,심박 센서가 안정적인 상황에서도 ±20bpm 오차가 나와요. 이 정도 오차면 건강 데이터로 쓸 수 없어요. 측정 도구로서 기능을 못 해요.,Heart rate sensor shows ±20bpm error even in stable conditions. Margin this wide makes the health data unusable. It fails as a measurement instrument.,1.5,부정
S2_NEG_T2_023,S2,성능 중시형,NEG,T2,성능/스펙,성능/스펙,노트북 거치대,최대 하중 8kg 스펙인데 5kg 노트북 올리자마자 휘어요. 하중 스펙이 이렇게 틀리면 제품 안전성 자체가 문제예요.,"Rated for 8kg but bends under a 5kg laptop. If the load spec is this wrong, there's a fundamental safety problem with the product.",1.5,부정
S2_NEG_T3_024,S2,성능 중시형,NEG,T3,디자인/외관,디자인/외관,노트북,섀시 강성 스펙이 있어서 기대했는데 실제로 누르면 꽤 휘어요. 숫자로 표현된 강성 수치가 실사용과 다른 건 기준이 뭔지 모르겠어요.,Chassis rigidity spec looked promising but it flexes noticeably under pressure. The numeric rigidity rating doesn't translate to real-world feel — unclear what standard they used.,3.5,중립
S2_NEG_T3_025,S2,성능 중시형,NEG,T3,디자인/외관,디자인/외관,무선 이어폰,이어팁이 메모리폼이라고 했는데 일반 실리콘이에요. 소재 스펙이 다르니까 차음 성능도 광고보다 낮게 나와요. 소재 허위 기재예요.,Listed as memory foam ear tips but they're standard silicone. Wrong material spec means noise isolation also falls below the advertised level. Material misrepresentation.,2.5,부정
S2_NEG_T3_026,S2,성능 중시형,NEG,T3,디자인/외관,디자인/외관,기계식 키보드,가스켓 마운트라고 표기됐는데 실제로 타건해보니 플레이트 마운트 느낌이에요. 마운트 방식이 다르면 타건감이 완전히 달라지는데 이건 핵심 스펙 오류예요.,Listed as gasket mount but the typing feel is clearly plate mount. Mounting structure fundamentally changes the typing experience — this is a core spec error.,2.5,부정
S2_NEG_T3_027,S2,성능 중시형,NEG,T3,디자인/외관,디자인/외관,외장 SSD,알루미늄 방열판 케이스라고 했는데 내부 구조 보니까 방열판이 장식용 수준이에요. 고속 전송 중 온도가 기준치를 초과해요.,Marketed as an aluminum heatsink case but the internal structure shows the heatsink is cosmetic at best. Temperature exceeds spec limits during sustained transfers.,2.5,부정
S2_NEG_T3_028,S2,성능 중시형,NEG,T3,디자인/외관,디자인/외관,무선 마우스,버튼 내구성이 1000만 회라고 했는데 6개월 만에 더블클릭 오류가 생겼어요. 내구성 스펙 검증이 제대로 됐는지 의심스러워요.,Button durability rated at 10M clicks but double-click errors appeared after 6 months. Makes me seriously question whether the durability spec was properly validated.,2.0,부정
S2_NEG_T3_029,S2,성능 중시형,NEG,T3,디자인/외관,디자인/외관,스마트워치,사파이어 글래스 스펙인데 모래에 살짝 스쳤는데 스크래치가 났어요. 사파이어가 맞는지 경도 테스트가 필요할 것 같아요. 소재 진위가 의심돼요.,Spec says sapphire glass but light contact with sand left a scratch. Starting to think a hardness test is needed to confirm the material. Genuinely suspicious about what this is.,2.5,부정
S2_NEG_T3_030,S2,성능 중시형,NEG,T3,디자인/외관,디자인/외관,웹캠,렌즈 커버 물리 차단 스펙이 있는데 완전 밀폐가 안 돼요. 보안 목적으로 구매했는데 차단이 완벽하지 않으면 스펙 자체가 의미 없어요.,Physical lens cover is specced for full blockage but it doesn't seal completely. Bought it for privacy and if the block isn't complete the spec is meaningless.,2.0,부정
S2_NEG_T3_031,S2,성능 중시형,NEG,T3,디자인/외관,디자인/외관,USB 허브,"포트 간격 스펙이 있어서 확인하고 샀는데, 실제 간격이 달라요. 두꺼운 동글이 옆 포트를 막아요. 물리적 스펙이 다른 건 측정 오류가 아니에요.",Checked port spacing specs before buying but the actual spacing is different. Bulky dongles block adjacent ports. Physical spec deviation isn't a measurement error.,3.5,중립
S2_NEG_T3_032,S2,성능 중시형,NEG,T3,디자인/외관,디자인/외관,노트북 거치대,알루미늄 합금 스펙인데 마그넷으로 테스트했더니 반응해요. 성분 스펙이 다른 건 소재 허위 기재예요. 내구성에 직접 영향을 주는 문제예요.,Spec says aluminum alloy but a magnet test gets a response. Component spec deviation is material misrepresentation. This directly affects durability.,1.5,부정
S2_NEG_T3_033,S2,성능 중시형,NEG,T3,디자인/외관,디자인/외관,태블릿,120Hz 디스플레이 반응속도 스펙이 있는데 실제로 터치 레이턴시가 높아요. 디스플레이 스펙이랑 실사용 체감이 다른 건 소프트웨어 최적화 문제인 것 같아요. 나쁘지 않은 수준이긴 해요.,120Hz display with a latency spec but actual touch latency is noticeably high. Gap between display spec and real-world feel looks like a software optimization issue. Still acceptable though.,3.5,중립
S2_NEG_T4_034,S2,성능 중시형,NEG,T4,배송/서비스,배송/서비스,노트북,도착하자마자 벤치마크 돌렸는데 스펙 미달이 나왔어요. 교환 요청했더니 '사용 환경 문제'라고 하네요. 측정 데이터 제출했는데도 같은 답변이에요. AS 대응이 비과학적이에요.,Ran benchmarks on arrival and got below-spec results. Filed for exchange and they said 'environmental factors.' Same response even after I submitted measurement data. Unscientific after-sales process.,2.5,부정
S2_NEG_T4_035,S2,성능 중시형,NEG,T4,배송/서비스,배송/서비스,외장 SSD,성능 불량 신고하면서 CrystalDiskMark 결과를 첨부했어요. 답변이 '재부팅 후 재시도'였어요. 수치 기반 증거를 무시하는 AS는 신뢰할 수 없어요.,Filed a performance defect report and attached CrystalDiskMark results. Response was 'try rebooting.' An after-sales team that ignores data-based evidence can't be trusted.,2.0,부정
S2_NEG_T4_036,S2,성능 중시형,NEG,T4,배송/서비스,배송/서비스,기계식 키보드,스위치 액추에이션 측정값 보내면서 교환 요청했는데 2주째 답이 없어요. 데이터로 증명했는데 처리가 안 되는 건 AS 시스템이 측정값을 처리할 능력이 없는 것 같아요.,Sent measured actuation data with my exchange request — two weeks and no response. Providing proof and getting silence suggests the support system can't actually process measurement data.,3.0,중립
